Time   ,Temperature ,Humidity ,Pressure ,Altitude ,Acceleration                    ,Gyro                                    ,Magnetometer
156.44,21.0021,43.8811,990.011,195.042,"(5.12542, 8.19541, 0.151944)","(0.00458149, 0.0137445, -0.0140499)","(-15.0102, -57.4247, -52.9816)"
156.764,20.9971,43.4734,990.038,195.053,"(4.99262, 8.17627, 0.12323)","(0.00259618, -0.0229074, 0.00901026)","(-14.4402, -57.527, -53.2593)"
157.088,20.992,44.0824,990.051,195.179,"(5.0309, 8.15832, 0.09332)","(0.00549779, -0.0291688, 0.0261145)","(-15.0102, -57.5124, -52.9377)"
157.412,21.0021,43.8594,990.024,195.169,"(5.04407, 8.16431, 0.131605)","(0.00152716, -0.0288634, 0.0174097)","(-15.0541, -57.834, -53.5077)"
157.866,20.9514,43.8537,990.053,195.074,"(5.01176, 8.09491, 0.087338)","(0.0361938, 0.0705549, -0.000916298)","(-15.2295, -57.5855, -53.9024)"
158.187,20.9869,43.843,990.053,195.201,"(5.08474, 8.15832, 0.129212)","(0.0126754, -0.0213803, 0.0181732)","(-15.2587, -57.834, -53.0839)"
158.507,21.0021,43.5875,990.03,195.211,"(5.06919, 8.1679, 0.108873)","(0.0138972, 0.0163406, -0.00412334)","(-14.7033, -58.1116, -54.0777)"
158.836,20.9971,43.8649,990.022,195.127,"(5.09192, 8.19302, 0.15673)","(0.00977384, 0.0116064, 0.00320704)","(-15.0687, -57.9947, -53.2593)"
159.159,21.0072,43.9953,990.032,195.01,"(5.09432, 8.17986, 0.148355)","(0.00335976, -0.013439, 0.00137445)","(-14.2502, -58.3163, -52.85)"
159.479,21.0021,43.8541,990.014,194.736,"(5.1338, 8.28395, 0.226122)","(0.0207694, 0.044135, -0.0190895)","(-14.4841, -58.0093, -53.2008)"
159.801,21.0021,44.1096,990.01,194.989,"(4.95793, 8.15952, 0.137587)","(-0.0363465, -0.00626137, -0.0340557)","(-14.9664, -58.5647, -53.0254)"
160.121,21.0174,43.9684,990.038,195.38,"(4.97348, 8.19422, 0.168694)","(0.00213803, 0.0216857, -0.0106901)","(-14.4841, -57.717, -52.9669)"
160.58,20.9514,43.5381,990.003,195.095,"(5.0333, 8.18584, 0.161515)","(0.0140499, 0.0453567, -0.0201585)","(-14.3379, -58.214, -52.2508)"
160.902,20.9971,43.6146,990.03,195.253,"(5.00459, 8.11525, 0.148355)","(-0.0335976, -0.0126754, -0.0155771)","(-14.2356, -58.1847, -53.04)"
161.236,20.992,43.7125,990.042,195.116,"(5.00698, 8.199, 0.172283)","(0.00885754, 0.0264199, -0.00962113)","(-14.3379, -58.4186, -52.7039)"
161.557,20.992,43.7724,990.077,194.926,"(5.03808, 8.20977, 0.206979)","(0.00855211, 0.0201585, -0.00152716)","(-14.1479, -58.0239, -52.7769)"
161.881,20.9869,43.5767,990.044,195.148,"(5.00219, 8.22173, 0.195015)","(0.0178678, -0.0346666, 0.0255036)","(-14.2502, -57.9216, -52.6747)"
162.202,20.992,43.6583,990.039,195.179,"(5.03569, 8.25523, 0.183051)","(0.0131336, -0.00290161, -0.0152716)","(-14.2794, -58.6232, -53.4054)"
162.525,21.0072,43.642,990.059,194.958,"(5.00459, 8.18584, 0.181854)","(0.0142026, 0.0149662, -0.0229074)","(-14.2794, -58.3017, -53.4493)"
162.979,20.9564,43.9079,990.104,194.979,"(4.98305, 8.17627, 0.198604)","(0.01237, -0.00855211, 0.00519235)","(-13.6802, -58.3017, -53.7562)"
163.3,20.9818,44.0876,990.042,195.137,"(5.02493, 8.23729, 0.0885344)","(0.00549779, 0.00229074, -0.0302378)","(-14.4402, -58.9447, -54.2239)"
163.633,20.9869,43.5059,990.028,195.317,"(4.9316, 8.30309, 0.101695)","(0.00152716, -0.00809396, -0.0348193)","(-13.9871, -58.404, -52.9231)"
163.958,20.9869,43.7887,990.013,195.222,"(4.90768, 8.266, 0.118445)","(0.00885754, 0.00977384, 0.0262672)","(-14.1333, -58.8571, -53.5223)"
164.28,20.9869,44.1421,990.044,195.211,"(4.92562, 8.22412, 0.181854)","(-0.011301, -0.0447459, 0.0166461)","(-14.0602, -58.784, -53.9754)"
164.601,20.9971,43.7671,990.032,195.074,"(5.00937, 8.27198, 0.179462)","(0.0169515, 0.0137445, 0.00626137)","(-14.3525, -58.6232, -52.8062)"
164.924,20.992,44.1096,990.033,195.243,"(5.04048, 8.27916, 0.166301)","(0.0120646, 0.0137445, -0.0352775)","(-13.4902, -58.1116, -53.7416)"
165.38,20.9463,43.5272,990.064,195.158,"(5.00459, 8.2995, 0.120837)","(0.0117592, -0.00167988, 0.011301)","(-14.2064, -58.0532, -53.3324)"
165.707,20.9818,43.5385,990.038,195.063,"(4.96032, 8.24088, 0.105284)","(-0.0132863, 0.01237, -0.0131336)","(-14.4256, -57.9801, -53.6831)"
166.04,20.9818,43.9953,990.019,195.243,"(4.95075, 8.2313, 0.180658)","(-0.0152716, -0.0074831, -0.00794125)","(-14.3379, -58.5355, -52.9085)"
166.363,20.992,44.0062,990.04,195.063,"(4.90528, 8.22771, 0.197408)","(-0.0111483, 0.00992656, -0.00152716)","(-14.2648, -58.5355, -53.8)"
166.686,20.9818,43.5929,990.051,195.359,"(4.95673, 8.27318, 0.218943)","(0.013439, 0.0259618, -0.00824668)","(-13.8994, -58.7255, -54.1216)"
167.011,21.0021,43.8377,990.042,195.19,"(4.91605, 8.24327, 0.191426)","(0.00290161, -0.0213803, 0.00870483)","(-13.7241, -58.0386, -53.347)"
167.333,21.0021,43.4788,990.035,195.201,"(4.95553, 8.26002, 0.242871)","(0.00229074, -0.00870483, -0.00427606)","(-13.5194, -58.784, -53.2447)"
167.781,20.9463,43.6197,989.997,195.084,"(4.89093, 8.24805, 0.198604)","(0.0180205, 0.0122173, 0.00687223)","(-13.0956, -58.1555, -54.297)"
168.103,20.9818,43.7995,990.037,195.021,"(4.92801, 8.27198, 0.211765)","(0.00595593, -0.0158825, 0.0140499)","(-13.8117, -59.0032, -53.8293)"
168.432,20.9971,43.6255,990.018,195.359,"(4.94477, 8.25763, 0.198604)","(0.00671952, -0.00885754, 0.0232129)","(-13.4317, -58.097, -54.0193)"
168.754,20.9971,43.6365,990.049,195.158,"(4.95673, 8.25763, 0.208175)","(0.0138972, -0.0152716, 0.0140499)","(-13.461, -58.3163, -54.3701)"
169.076,20.9971,43.99,990.026,194.989,"(4.95793, 8.28873, 0.25005)","(0.0212276, 0.0453567, -0.0138972)","(-13.9871, -58.3747, -54.2239)"
169.396,20.9971,43.9409,990.048,195.211,"(4.9316, 8.27318, 0.196211)","(-0.00473421, -0.0122173, 0.00962113)","(-13.6948, -58.214, -53.537)"
169.718,20.9971,43.7562,990.036,195.275,"(4.87777, 8.24925, 0.175872)","(0.014508, -0.0138972, -0.011301)","(-13.5633, -58.1263, -54.1216)"
170.041,21.0021,43.8214,990.035,195.391,"(4.94596, 8.2672, 0.160319)","(0.0125227, 0.00488692, 0.00534507)","(-13.5194, -57.907, -53.4639)"
170.493,20.9361,43.8479,990.009,195.454,"(4.95434, 8.24207, 0.168694)","(-0.000610865, -0.0213803, 0.0164934)","(-13.841, -57.8924, -53.6977)"
170.823,20.9768,43.9898,990.01,195.285,"(4.96151, 8.25045, 0.160319)","(-0.0065668, -0.0186314, 0.0149662)","(-14.1479, -57.644, -54.2823)"
171.145,20.992,43.5601,990.048,195.37,"(5.01894, 8.25763, 0.111266)","(0.00916297, 0.0348193, -0.000305433)","(-13.5487, -57.8047, -53.3908)"
171.467,20.9818,43.9246,990.035,195.201,"(4.9986, 8.25643, 0.177069)","(0.00152716, -0.00458149, 0.00381791)","(-13.9579, -57.5417, -53.6977)"
171.79,20.9869,43.6855,990.001,195.359,"(4.95075, 8.24805, 0.163908)","(-0.00366519, -0.0166461, 0.00702495)","(-13.7533, -57.5709, -53.42)"
172.113,20.992,43.8974,990.006,195.148,"(4.98425, 8.23011, 0.157926)","(0.0213803, 0.03711, -0.00442877)","(-13.7094, -57.834, -53.4931)"
172.436,20.9971,43.8975,990.024,195.253,"(4.91007, 8.21096, 0.159123)","(-0.00946841, -0.0142026, -0.00916297)","(-14.1479, -57.9363, -54.2093)"
172.891,20.9463,43.8969,989.992,195.285,"(4.95075, 8.25763, 0.163908)","(0.00259618, 0.011301, -0.0138972)","(-13.8264, -58.2286, -53.8293)"
173.224,20.9717,43.7178,990.015,195.127,"(4.90887, 8.28275, 0.150748)","(0.0183259, 0.0387899, -0.0122173)","(-13.3879, -58.097, -53.3762)"
173.546,20.9818,43.9626,990.016,195.359,"(4.86221, 8.34137, 0.165105)","(-0.0186314, 0.0572686, -0.0540616)","(-13.3733, -58.0093, -53.6685)"
173.869,20.9818,43.7942,990.007,195.433,"(4.61216, 8.31266, 0.0574277)","(0.0357356, 0.148288, -0.00305432)","(-11.8971, -59.5148, -54.0924)"
174.193,20.9818,43.9464,990.056,195.338,"(4.77248, 8.32941, 0.0969093)","(0.0189368, 0.00167988, 0.000916298)","(-12.9787, -58.4917, -53.9316)"
174.519,20.9768,44.0333,990.038,195.042,"(5.12423, 8.20737, 0.380459)","(0.00381791, 0.0400117, 0.033903)","(-13.8117, -58.2286, -53.8877)"
174.843,20.992,43.5222,990.02,194.894,"(4.85264, 8.28634, 0.570688)","(-0.0357356, -0.0534507, 0.0435241)","(-14.031, -57.8632, -53.4931)"
175.302,20.9311,43.5815,990.0,195.306,"(5.10149, 8.35812, 0.0981057)","(0.0109956, 0.0954477, 0.123395)","(-14.2502, -57.8047, -53.0546)"
175.635,20.9666,43.7885,990.028,195.053,"(5.50349, 7.66899, 0.0801595)","(0.0342084, -0.0537561, 0.253356)","(-18.2987, -54.5893, -52.3385)"
175.96,20.9666,43.5872,989.991,195.56,"(5.95334, 7.52781, 0.0562313)","(0.0762054, 0.0248928, 0.146302)","(-20.3742, -52.66, -53.2593)"
176.286,20.9717,44.0495,990.008,195.349,"(6.1986, 7.30887, 0.0693918)","(0.0901026, 0.0494801, 0.0129809)","(-20.7834, -52.587, -53.0839)"
176.611,20.9717,43.6526,990.042,194.905,"(6.3661, 7.39501, 0.0119641)","(0.029627, 0.0242819, -0.0248928)","(-21.3242, -52.8939, -52.4115)"
176.936,20.9717,43.9245,990.018,195.264,"(6.69511, 8.4347, 0.358923)","(0.0213803, 0.00106901, -0.254425)","(-19.4972, -53.6246, -53.2739)"
177.26,20.9717,43.4622,990.022,195.275,"(6.69033, 7.47278, -0.461814)","(0.216704, 0.169057, -0.182496)","(-21.8065, -51.9, -51.4908)"
177.715,20.926,44.0325,990.002,195.528,"(5.9988, 7.23829, -0.161515)","(-0.0836885, -0.00855211, 0.179442)","(-22.2596, -51.5639, -51.8708)"
178.047,20.9615,44.0275,990.016,195.37,"(5.665, 5.55374, -1.14855)","(-0.265421, -0.243735, -0.0187841)","(-22.1426, -51.8416, -52.28)"
178.37,20.9717,43.4241,989.994,195.349,"(5.68654, 7.27418, -0.380459)","(0.108123, -0.00152716, 0.0161879)","(-20.2865, -53.917, -49.6931)"
178.694,20.9768,43.7885,990.014,195.497,"(5.88993, 8.00877, -0.564706)","(0.046273, 0.0148135, 0.0210748)","(-19.7018, -55.0862, -49.2107)"
179.018,20.9818,43.6308,990.001,195.401,"(5.62193, 7.27298, -0.337388)","(-0.0203113, 0.179747, 0.0726929)","(-19.8626, -54.9839, -50.19)"
179.34,20.9768,43.6962,990.03,195.666,"(6.16271, 7.77787, -0.277567)","(0.0487165, 0.338267, -0.15852)","(-19.7895, -54.0339, -50.7746)"
179.662,20.9818,43.6037,989.999,195.444,"(5.98205, 7.74197, -0.452243)","(-0.0919352, -0.118661, -0.191812)","(-18.518, -55.5393, -50.9646)"
179.986,20.9818,43.7123,990.014,195.391,"(5.55613, 8.132, -0.885344)","(-0.205709, -0.416457, 0.0933096)","(-18.328, -59.734, -50.5261)"
180.449,20.926,43.788,990.007,195.56,"(5.60159, 7.85443, -0.247657)","(-0.00778853, 0.144622, 0.095295)","(-18.6203, -55.6709, -50.2631)"
180.774,20.9564,43.7176,989.994,195.518,"(5.74995, 8.18464, 0.126819)","(0.0557414, 0.301309, 0.0143553)","(-17.3195, -55.817, -54.0924)"
181.098,20.9768,43.6742,990.004,195.454,"(5.67218, 7.83888, 0.234496)","(-0.0713185, -0.106138, -0.0394008)","(-16.2379, -56.5478, -54.1216)"
181.424,20.9768,43.8431,990.009,195.306,"(5.44127, 7.94895, -0.271585)","(-0.0386372, -0.131947, 0.0346666)","(-17.4803, -56.5916, -53.3031)"
181.748,20.992,43.8267,990.002,195.623,"(5.48076, 7.74197, 0.0765703)","(-0.00824668, -0.126296, 0.0146608)","(-18.138, -55.9924, -51.9146)"
182.079,20.9768,43.707,989.975,195.253,"(5.66859, 8.07936, -0.0777667)","(-0.0122173, 0.0752891, -0.073762)","(-17.8603, -55.8316, -52.6747)"
182.4,20.9818,44.0496,989.973,195.465,"(5.40419, 7.82931, -0.0658026)","(0.0264199, 0.053298, -0.000152716)","(-17.641, -56.0947, -52.3239)"
182.853,20.9311,43.7229,989.995,195.602,"(5.40179, 7.90708, -0.087338)","(0.0313068, -0.0899499, -0.01237)","(-17.3341, -56.197, -52.1339)"
183.18,20.9666,43.6145,989.983,195.423,"(5.41496, 8.0004, -0.181854)","(-0.0135917, 0.00794125, 0.019395)","(-17.8749, -56.577, -51.7977)"
183.506,20.9768,43.8539,990.023,195.549,"(5.44606, 7.95254, -0.147159)","(0.00442877, -0.013439, -0.0342084)","(-17.451, -56.4893, -51.5492)"
183.833,20.992,43.7669,990.006,195.401,"(5.35513, 7.81495, -0.0658026)","(0.090408, -0.0197004, 0.172722)","(-18.2549, -55.9632, -51.5931)"
184.155,20.9818,43.9628,989.992,195.222,"(5.51067, 7.95493, -0.199801)","(0.031765, 0.0951423, 0.0380264)","(-18.6057, -55.3493, -52.5723)"
184.488,20.992,43.903,989.997,195.401,"(5.42812, 7.95015, -0.143569)","(-0.0169515, -0.0100793, -0.0198531)","(-17.9772, -55.9047, -52.8062)"
184.812,21.0021,43.8324,989.988,195.486,"(5.46281, 7.85085, -0.0394815)","(-0.0335976, -0.0696386, 0.0251982)","(-17.831, -56.0362, -52.8062)"
185.269,20.9463,43.8482,989.977,195.687,"(5.58006, 7.89272, -0.104088)","(-0.0128282, -0.000916298, 0.0218384)","(-18.3426, -55.817, -51.7392)"
185.59,20.9768,43.7343,989.988,195.401,"(5.58604, 7.83768, -0.0681954)","(0.00412334, 0.0216857, 0.0122173)","(-18.0649, -55.4662, -51.4762)"
185.917,20.9971,43.5984,990.004,195.454,"(5.59442, 7.88913, -0.0275174)","(-0.0357356, 0.0642935, -0.0400117)","(-18.0795, -56.0801, -52.47)"
186.243,20.9971,43.8215,989.998,195.423,"(5.47956, 7.95613, 0.269192)","(0.0363465, 0.0916298, 0.0132863)","(-17.3341, -56.0655, -52.2654)"
186.569,21.0123,43.8923,989.994,195.306,"(5.43888, 7.97168, 0.195015)","(0.0615447, 0.104305, 0.0224493)","(-17.6264, -56.0801, -53.6539)"
186.902,21.0174,43.8758,990.037,195.264,"(5.45922, 7.91904, 0.184247)","(-0.0885754, -0.0762054, 0.0169515)","(-17.8749, -52.5285, -53.23)"
187.225,21.0021,43.7291,989.997,195.423,"(5.52383, 7.91306, 0.308674)","(0.02474, 0.00885754, -0.00122173)","(-17.0418, -56.4016, -54.8231)"
187.681,20.9564,43.8538,990.01,195.359,"(5.4999, 7.87358, 0.300299)","(-0.000763581, 0.0274889, 0.0143553)","(-16.9541, -56.197, -52.9377)"
188.005,20.992,43.7561,990.0,195.349,"(5.44486, 7.90468, 0.190229)","(-0.0201585, -0.0865901, 0.0227547)","(-16.9687, -55.9924, -53.0839)"
188.331,21.0072,43.8379,989.984,195.592,"(6.32303, 8.45384, 0.362512)","(0.0485638, 0.0728457, 0.174555)","(-17.8164, -56.0216, -55.1008)"
188.656,21.0174,43.7346,990.003,195.391,"(5.50109, 7.5996, 0.0526421)","(0.141568, 0.0432187, -0.0116064)","(-19.2049, -54.3701, -52.8939)"
188.981,21.0174,43.6693,989.99,195.444,"(6.28355, 7.7659, -0.278764)","(-0.163865, -0.427453, -0.0497855)","(-20.608, -53.0546, -51.7685)"
189.313,21.0174,43.99,989.985,195.497,"(5.69252, 7.37348, -0.691525)","(0.000763581, -0.0151189, 0.0926988)","(-21.4557, -53.4054, -48.3484)"
189.635,21.0225,43.925,990.033,195.549,"(6.21535, 7.95374, -0.258425)","(0.0288634, 0.131031, -0.104611)","(-20.0234, -53.6831, -50.9062)"
190.099,20.9768,44.0333,989.994,195.137,"(5.89591, 7.65224, -0.391226)","(-0.0531453, 0.0641408, 0.0742201)","(-20.4618, -53.1277, -51.2131)"
190.426,21.0123,43.8653,990.033,195.401,"(6.11127, 7.59721, -0.521635)","(0.113774, -0.128434, -0.12034)","(-20.1842, -53.7854, -50.7162)"
190.751,21.0377,43.8871,990.016,195.222,"(5.70927, 7.62951, -0.874576)","(-0.104305, -0.121868, -0.0334449)","(-19.7603, -55.1155, -47.6469)"
191.076,21.0326,43.8599,990.032,195.507,"(5.85643, 7.69771, -0.417547)","(-0.0641408, 0.197768, -0.0120646)","(-19.3803, -54.9693, -50.38)"
191.401,21.0428,43.8653,990.022,195.549,"(5.75115, 7.66181, -0.484546)","(-0.0155771, -0.0329867, 0.0212276)","(-19.278, -55.0716, -50.6723)"
191.734,21.0326,43.6423,989.999,195.359,"(5.80738, 7.69771, -0.384048)","(-0.0224493, -0.023671, 0.0218384)","(-19.1611, -54.5162, -51.1546)"
192.062,21.0326,43.8708,990.033,195.359,"(5.86839, 7.67976, -0.209372)","(0.00473421, 0.0166461, -0.0158825)","(-19.278, -54.4724, -51.7831)"
192.386,21.0326,44.0341,990.019,195.423,"(5.83968, 7.70369, -0.22014)","(-0.0358883, 0.0111483, 0.0138972)","(-19.0149, -54.2385, -51.2131)"
192.847,20.9818,44.0171,990.003,195.401,"(5.8325, 7.69771, -0.248853)","(0.0239765, 0.031765, -0.0065668)","(-19.7018, -54.8962, -51.71)"
193.174,21.0174,44.0991,990.045,195.285,"(5.82173, 7.65823, -0.265603)","(-0.0111483, -0.0219911, -0.00320704)","(-19.6141, -54.6185, -50.6577)"
193.501,21.0326,43.8599,989.987,195.327,"(5.84566, 7.68335, -0.258425)","(-0.00595593, -0.00855211, 0.0056505)","(-18.8395, -54.8378, -50.6431)"
193.827,21.0326,43.8164,990.002,195.253,"(5.85164, 7.68813, -0.15673)","(-0.0184787, -0.00977384, -0.00992656)","(-19.2341, -54.6916, -51.0961)"
194.163,21.0326,43.9034,990.038,194.873,"(5.75473, 7.62473, -0.410369)","(0.0566577, 0.046273, -0.00167988)","(-19.2926, -55.0862, -50.6577)"
194.488,21.0377,43.7458,990.028,195.423,"(5.81575, 7.66301, -0.311067)","(-0.0129809, -0.0343612, 0.000458149)","(-19.1903, -54.8085, -51.6077)"
194.814,21.0377,43.8763,990.041,195.137,"(5.86121, 7.71685, -0.297906)","(-0.00702495, 0.00244346, 0.00549779)","(-18.7957, -54.5016, -52.0169)"
195.275,20.9971,43.8595,989.995,195.486,"(5.8325, 7.67138, -0.277567)","(-0.0198531, -0.0276416, 0.00412334)","(-19.0587, -54.5747, -51.4908)"
195.6,21.0275,44.1807,990.005,195.391,"(5.84566, 7.69172, -0.259621)","(0.00977384, 0.0148135, -0.00671952)","(-18.898, -54.7939, -51.7392)"
195.926,21.0479,43.7948,990.017,195.158,"(5.84327, 7.67737, -0.265603)","(0.00320704, -0.00259618, -0.00122173)","(-18.7372, -54.8962, -51.33)"
196.251,21.0428,43.9581,989.971,195.465,"(5.80379, 7.68813, -0.244068)","(0.0210748, 0.0300851, -0.000763581)","(-19.1611, -55.3785, -51.2715)"
196.583,21.0529,43.871,989.999,195.222,"(5.81096, 7.67138, -0.259621)","(0.0427606, 0.0476475, -0.0018326)","(-19.2341, -54.9254, -51.5346)"
196.911,21.0684,43.6318,990.029,195.306,"(5.84088, 7.7001, -0.273978)","(0.0256563, 0.0288634, -0.000916298)","(-19.2341, -55.3931, -50.8915)"
197.238,21.0529,43.8601,990.001,195.127,"(5.8325, 7.67019, -0.285942)","(0.0131336, 0.0158825, -0.00137445)","(-19.0295, -54.867, -51.6662)"
197.694,21.0072,44.0011,990.01,195.423,"(5.80618, 7.6654, -0.241675)","(-0.0172569, -0.0161879, -0.0074831)","(-19.2926, -55.1155, -50.76)"
198.017,21.0428,43.9471,990.01,195.317,"(5.84207, 7.68813, -0.251246)","(-0.00458149, 0.00778853, 0.000152716)","(-19.1464, -55.1593, -51.5492)"
198.342,21.0529,43.7188,990.01,195.349,"(5.80977, 7.67258, -0.210568)","(-0.011301, -0.0122173, -0.00733038)","(-18.9711, -54.8962, -51.7977)"
198.666,21.0633,43.6591,990.005,195.539,"(5.84447, 7.68096, -0.232104)","(0.000763581, 0.0157298, -0.00473421)","(-18.9126, -55.2178, -51.33)"
198.998,21.0633,43.9308,990.022,195.518,"(5.78225, 7.69053, -0.18664)","(0.000305433, -0.00931569, -0.00641408)","(-19.1464, -55.6709, -52.28)"
199.321,21.0633,43.9473,990.005,195.433,"(5.78465, 7.71087, -0.232104)","(0.00397062, 0.0140499, -0.00733038)","(-18.6934, -55.0424, -52.3385)"
199.645,21.0684,43.7789,989.997,195.444,"(5.77507, 7.6989, -0.195015)","(-0.0140499, -0.032834, 0.00778853)","(-19.2926, -54.9693, -52.6454)"
200.107,21.0225,43.7511,989.989,195.486,"(5.77986, 7.69172, -0.228514)","(-0.00519235, 0.00442877, 0.00229074)","(-19.0295, -55.4662, -52.0023)"
200.433,21.0582,43.8168,989.981,195.359,"(5.7332, 7.6654, -0.229711)","(0.0337503, -0.0951423, 0.0293215)","(-18.8249, -54.9108, -52.2069)"
200.757,21.0633,43.632,989.98,195.729,"(5.78584, 7.65463, -0.264407)","(-0.0415388, -0.0679587, 0.0471893)","(-18.6641, -55.2324, -51.8562)"
201.083,21.0684,43.8876,989.99,195.581,"(5.87437, 7.6654, -0.224925)","(-0.00519235, -0.0433714, 0.0175624)","(-19.7018, -54.3262, -51.827)"
201.418,21.0734,43.7843,989.968,195.306,"(5.83968, 7.60558, -0.317049)","(-0.00534507, -0.0184787, 0.00305432)","(-19.5411, -54.3555, -51.14)"
201.744,21.0734,43.8333,989.957,195.401,"(5.87796, 7.70488, -0.128016)","(-0.0482583, 0.0279471, -0.00641408)","(-19.4534, -54.8378, -51.3154)"
202.071,21.0785,43.6484,989.994,195.549,"(5.36949, 7.30648, -0.0454636)","(-0.0216857, -0.148746, 0.108734)","(-19.2926, -54.5893, -52.2362)"
202.53,21.0377,43.9089,989.98,195.507,"(5.78225, 7.65344, -0.21655)","(-0.236405, -0.0972803, 0.0366519)","(-18.7664, -55.5685, -52.6893)"
202.863,21.0582,43.8547,989.946,195.623,"(5.81695, 7.97408, 0.020339)","(0.205403, 0.136528, -0.0433714)","(-17.378, -56.197, -52.9377)"
203.186,21.0734,43.7681,989.983,195.623,"(5.63749, 7.8006, -0.167497)","(-0.0531453, -0.121562, 0.102931)","(-18.5472, -56.4016, -51.9146)"
203.512,21.0836,43.6756,989.957,195.507,"(5.91745, 7.64985, -0.240479)","(0.0200058, 0.0163406, -0.00992656)","(-19.4826, -54.6331, -52.6308)"
203.903,21.0633,43.8604,989.967,195.983,"(5.91625, 7.60199, -0.0562313)","(0.0195477, 0.081245, -0.0132863)","(-19.4388, -54.7208, -52.587)"
204.227,21.0734,43.7789,989.96,195.898,"(5.91984, 7.65104, 0.0299103)","(-0.00442877, -0.0578795, 0.0120646)","(-19.9941, -53.9024, -53.0108)"
204.556,21.0836,43.9368,989.963,195.898,"(6.07059, 7.62951, 0.00717846)","(-0.0600175, 0.019395, 0.0355829)","(-19.278, -54.2093, -53.8731)"
205.019,21.0377,43.9146,989.93,195.877,"(6.14357, 7.60917, 0.32662)","(-0.0155771, -0.13439, 0.0858265)","(-19.9795, -54.0339, -53.9316)"
205.341,21.0785,43.7899,989.944,195.856,"(6.03948, 7.48474, 0.305085)","(0.0192422, -0.0675006, 0.0203113)","(-20.0526, -53.1131, -53.42)"
205.666,21.0887,43.5234,989.952,195.824,"(6.17707, 7.4668, -0.155533)","(0.273209, 0.146608, -0.0902553)","(-20.1257, -53.8731, -53.9024)"
205.991,21.0988,43.8336,989.94,195.972,"(6.04427, 7.55414, 0.066999)","(0.0128282, 0.141873, -0.0448986)","(-19.3218, -54.3993, -52.5723)"
206.313,21.0988,43.7629,989.915,196.501,"(5.9653, 7.63908, -0.0311067)","(-0.0302378, 0.0357356, -0.0233656)","(-19.2195, -53.5662, -53.4493)"
206.64,21.0988,43.5236,989.903,195.909,"(6.07537, 7.50269, 0.143569)","(-0.0423024, 0.0334449, 0.02474)","(-18.708, -53.6246, -53.6831)"
206.975,21.1039,43.6053,989.954,195.697,"(6.0347, 7.52183, 0.0789631)","(0.00916297, -0.0334449, 0.00946841)","(-19.6141, -53.4931, -53.8877)"
207.298,21.0988,43.6814,989.928,195.74,"(6.47258, 7.55414, 0.265603)","(0.140499, 0.228616, -0.00549779)","(-19.0149, -53.917, -54.5016)"
207.755,21.0684,43.6756,989.976,196.046,"(6.07178, 7.40937, 0.0562313)","(0.0131336, -0.0142026, -0.0494801)","(-19.468, -53.7562, -53.5954)"
208.077,21.0988,43.7682,989.95,195.792,"(6.0981, 7.31964, -0.0610169)","(0.0464257, 0.0616974, 0.0111483)","(-20.4911, -53.42, -53.0839)"
208.394,21.1141,43.5346,989.94,195.814,"(6.36251, 6.98943, 0.00837487)","(-0.0696386, -0.256105, 0.132405)","(-19.7603, -52.8646, -54.6624)"
208.715,21.1191,43.5782,989.957,196.014,"(6.3003, 6.98704, -0.0167497)","(0.000610865, 0.0410807, 0.130267)","(-22.3619, -50.95, -53.3031)"
209.035,21.1242,43.7251,989.969,195.771,"(6.74297, 6.99302, 0.22014)","(0.0114537, 0.0722348, -0.0343612)","(-22.6834, -50.0292, -53.2154)"
209.359,21.1191,43.4751,989.964,195.655,"(6.83031, 6.92004, 0.330209)","(-0.113315, -0.0731511, 0.0632245)","(-22.5665, -50.3069, -54.2823)"
209.68,21.1191,43.6436,989.953,195.824,"(6.81117, 7.0995, 0.2668)","(0.0119119, 0.0227547, -0.034972)","(-22.1573, -50.5408, -54.6916)"
210.129,21.0836,44.013,989.988,195.655,"(6.4343, 7.0002, 0.113659)","(-0.141873, -0.221591, -0.0171042)","(-22.2157, -50.6577, -54.1947)"
210.451,21.1293,43.551,989.978,195.719,"(6.3003, 7.33041, 0.111266)","(0.00962113, -0.123089, -0.0658207)","(-20.8272, -51.6516, -52.2362)"
210.772,21.1242,43.8177,989.977,195.866,"(6.4319, 7.48116, 0.386441)","(-0.0488692, -0.0386372, -0.164475)","(-19.3072, -53.5808, -53.3908)"
211.094,21.1395,43.4424,989.958,195.803,"(5.78465, 7.71087, 0.114855)","(-0.0392481, -0.100029, -0.134085)","(-17.7872, -55.5977, -54.2677)"
211.416,21.1395,43.5134,989.964,195.486,"(5.60518, 7.84008, 0.11007)","(-0.0256563, -0.113163, 0.0954477)","(-16.8956, -55.8462, -53.5954)"
211.745,21.1445,43.6112,989.94,195.824,"(5.64586, 7.70967, -0.0598205)","(0.0456622, -0.133627, -0.0946841)","(-17.2026, -56.7232, -52.7331)"
212.07,21.1395,43.5296,989.991,195.856,"(5.64825, 7.73479, 0.0897308)","(-0.127824, -0.0352775, 0.0908662)","(-17.188, -55.4808, -54.4285)"
212.522,21.0938,43.6271,989.951,195.845,"(5.68893, 7.77428, 0.066999)","(0.0514654, 0.083994, -0.0607811)","(-16.7495, -56.1678, -54.18)"
212.847,21.1395,43.7417,989.961,195.623,"(5.71765, 8.00758, 0.276371)","(-0.00290161, 0.0346666, -0.0265726)","(-16.7056, -55.8901, -54.6916)"
